timestamp,blockReward
1686640475,0.026833235420566088
1686640487,0.049940463460063298
1686640499,0.014670099235601727
1686640511,0.016399973531942434
1686640523,0.020161741040073508
1686640535,0.046313829857772493
1686640547,0.023100810388066549
1686640559,0.134097254270602276
1686640571,0.009305812458322219
1686640583,0.018719436089574702
1686640595,0.080942826530120325
1686640607,0.015283610976002869
1686640619,0.036128685762903483
1686640631,0.045953136454037457
1686640643,0.01547576071270294
1686640655,0.014393731120138016
1686640667,0.021356566576280125
1686640679,0.010818187672067774
1686640691,0.016760386372213774
1686640703,0.030434671738121926
1686640715,0.009855014563793711
1686640727,0.018966612706139695
1686640751,0.248405514117831046
1686640763,0.06449407466297576
1686640775,0.016490708877221875
1686640787,0.04237920606608482
1686640799,0.029405037510996463
1686640811,0.016916419409163221
1686640823,0.034756324634765367
1686640835,0.012307222699508614
1686640859,0.038133452383917537
1686640871,0.013779468796485732
1686640883,0.024423272857630309
1686640895,0.085060068436649102
1686640907,0.022460841482425432
1686640919,0.009162078809914861
1686640931,0.00790866427743047
1686640943,0.017965261947003265
1686640955,0.018594041697036227
1686640967,0.013074935431431432
1686640979,0.009467422937286617
1686640991,0.093759938000987812
1686641003,0.017770356715677513
1686641015,0.012746703213040248
1686641027,0.012469073675107691
1686641039,0.01266664144685906
1686641051,0.019329800027014171
1686641063,0.01829461346691553
1686641075,0.012944163294969647
1686641087,0.182380286250714457
1686641099,0.020072805011923166
1686641111,0.014270312470521392
1686641123,0.020317365707142024
1686641135,0.020946383288478206
1686641147,0.190057594310038972
1686641159,0.010345099504497858
1686641171,0.033167928389389743
1686641183,0.031884721823697739
1686641195,0.006564593829361097
1686641207,0.021624853008955206
1686641219,0.019395054672147038
1686641231,0.040789876307264983
1686641243,0.010123609137070326
1686641255,0.0101220962322677
1686641267,0.01425493506375511
1686641279,0.020092309625943013
1686641291,0.020998873698961173
1686641303,0.005995850895624596
1686641315,0.023821248344962007
1686641327,0.027331341548617026
1686641339,0.019344079809762313
1686641351,0.014897246586492027
1686641363,0.033149655252815309
1686641375,0.046346585223078701
1686641387,0.009481547901063428
1686641399,0.012826670205919855
1686641411,0.060490559346784052
1686641423,0.021582602852554359
1686641435,0.040677467668033989
1686641447,0.02687687756348711
1686641471,0.057411773123282227
1686641483,0.015269673348998028
1686641507,0.0
1686641519,0.217479159228716334
1686641531,0.022339221092493567
1686641543,0.014612234396566078
1686641555,0.0227122024566918
1686641567,0.110689353112012459
1686641579,0.020926634162654018
1686641591,0.013103467452802394
1686641603,0.020418300048721768
1686641615,0.018717425351788352
1686641627,0.016370794989086033
1686641639,0.052520736613005845
1686641651,0.02162758720732905
1686641663,0.023499959285114939
1686641675,0.012861317473017392
1686641687,0.031175834530103347
1686641699,0.017769639747464068
1686641711,0.033981350100122056
1686641723,0.02391232614431414
1686641735,0.033495500054055063
1686641747,0.014269023117025801
1686641759,0.026819841824548183
